LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
hwasun_toyang	238	 cls_9 	28.88	5920	230.6903	2.7407	1.1611	24.67	1	85.4224
hwasun_toyang	240	 cls_9 	0.33	280	22.9418	1.1667	1.0488	0.16	1	48.4848
hwasun_toyang	244	 cls_9 	0.28	240	20.6328	1.0909	1.0317	0.12	1	42.8571
hwasun_toyang	256	 cls_9 	4.94	1260	100.6416	1.4	1.0645	4.03	1	81.5789
hwasun_toyang	264	 cls_9 	1	540	44.0074	1.35	1.0652	0.61	1	61
hwasun_toyang	267	 cls_9 	15.83	2420	161.9554	1.5125	1.07	14.14	1	89.3241
hwasun_toyang	272	 cls_9 	1.56	820	61.2122	1.64	1.1026	1.01	1	64.7436
hwasun_toyang	281	 cls_9 	1.24	860	66.3655	1.8696	1.1396	0.7	1	56.4516
hwasun_toyang	286	 cls_9 	3.54	880	71.3517	1.1579	1.0299	2.95	1	83.3333
hwasun_toyang	288	 cls_9 	17.96	3760	174.5108	2.2118	1.1317	15.29	1	85.1336
hwasun_toyang	291	 cls_9 	0.31	320	25.9193	1.3333	1.0902	0.1	1	32.2581
hwasun_toyang	296	 cls_9 	0.02	60	5	1	1.0222	0	0	0
hwasun_toyang	299	 cls_9 	0.61	1060	93.4212	3.3125	1.2803	0	0	0
hwasun_toyang	304	 cls_9 	4.32	1140	85.2816	1.3571	1.0592	3.49	1	80.787
hwasun_toyang	318	 cls_9 	0.06	140	12.8827	1.4	1.1116	0	0	0
hwasun_toyang	335	 cls_9 	0.21	260	18.6365	1.3	1.0914	0.06	1	28.5714
hwasun_toyang	350	 cls_9 	0.99	560	43.9345	1.4	1.0742	0.62	1	62.6263
hwasun_toyang	355	 cls_9 	0.62	360	31.1504	1.125	1.0306	0.37	1	59.6774
hwasun_toyang	369	 cls_9 	0.49	340	29.5146	1.2143	1.0457	0.25	1	51.0204
hwasun_toyang	382	 cls_9 	6.63	2220	114.1105	2.1346	1.1384	5.09	1	76.7722
hwasun_toyang	421	 cls_9 	1.51	660	49.4329	1.32	1.0613	1.09	1	72.1854
hwasun_toyang	435	 cls_9 	4.91	1260	98.5339	1.4	1.0651	4.12	1	83.9104
hwasun_toyang	437	 cls_9 	15.23	3020	229.4421	1.9114	1.1106	13.13	1	86.2114
hwasun_toyang	440	 cls_9 	16.77	2740	209.4779	1.6707	1.0855	14.9	1	88.8491
hwasun_toyang	444	 cls_9 	295.45	29560	782.1188	4.2965	1.1958	274.64	2	92.9565
hwasun_toyang	448	 cls_9 	0.12	180	16.9631	1.2857	1.0738	0	0	0
hwasun_toyang	455	 cls_9 	95.24	9060	398.0129	2.3112	1.1223	88.96	1	93.4061
hwasun_toyang	456	 cls_9 	0.01	40	5	1	1	0	0	0
hwasun_toyang	457	 cls_9 	0.08	220	18.6841	1.8333	1.199	0	0	0
hwasun_toyang	461	 cls_9 	71.96	7140	349.079	2.1	1.1103	67.05	2	93.1768
hwasun_toyang	469	 cls_9 	3.34	980	75.419	1.3243	1.0563	2.66	1	79.6407
hwasun_toyang	472	 cls_9 	8.29	2060	140.1448	1.7759	1.1027	6.9	1	83.2328
hwasun_toyang	478	 cls_9 	1.17	600	48.4739	1.3636	1.0698	0.75	1	64.1026
hwasun_toyang	481	 cls_9 	0.14	200	16.4144	1.25	1.08	0.02	1	14.2857
hwasun_toyang	483	 cls_9 	1.18	620	44.8959	1.4091	1.0758	0.78	1	66.1017
hwasun_toyang	484	 cls_9 	0.54	360	29.1844	1.2	1.0472	0.29	1	53.7037
hwasun_toyang	488	 cls_9 	0.75	480	41.6182	1.3333	1.0731	0.39	1	52
hwasun_toyang	516	 cls_9 	5.76	1860	136.8073	1.9375	1.1207	4.45	1	77.2569
hwasun_toyang	517	 cls_9 	6.86	1440	110.9527	1.3585	1.0571	5.86	1	85.4227
hwasun_toyang	2	 cls_1 	39.8	19020	445.295	7.4882	1.3133	26.63	11	66.9095
