LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
hwasun_toyang	183	 cls_9 	3.07	1280	90.3783	1.7778	1.1166	2.21	1	71.987
hwasun_toyang	184	 cls_9 	50.91	5300	301.4002	1.8531	1.0942	47.15	1	92.6144
hwasun_toyang	188	 cls_9 	2.63	900	75.0827	1.3636	1.0643	1.98	1	75.2852
hwasun_toyang	189	 cls_9 	1.43	760	60.6263	1.5833	1.0968	0.95	1	66.4336
hwasun_toyang	190	 cls_9 	1.5	600	47.8738	1.2	1.0422	1.06	1	70.6667
hwasun_toyang	191	 cls_9 	15.42	1860	150.5337	1.1772	1.0283	14.01	1	90.856
hwasun_toyang	193	 cls_9 	3.97	1000	81.1275	1.25	1.0429	3.29	1	82.8715
hwasun_toyang	194	 cls_9 	4.92	1560	115.9651	1.7333	1.1045	3.81	1	77.439
hwasun_toyang	195	 cls_9 	3.92	1280	87.657	1.6	1.0908	3.01	1	76.7857
hwasun_toyang	202	 cls_9 	0.33	280	22.9418	1.1667	1.0488	0.16	1	48.4848
hwasun_toyang	203	 cls_9 	3.03	1040	82.8837	1.4857	1.0778	2.33	1	76.8977
hwasun_toyang	213	 cls_9 	4.64	2240	130.1723	2.5455	1.1778	3.26	5	70.2586
hwasun_toyang	215	 cls_9 	4.94	1260	100.6416	1.4	1.0645	4.03	1	81.5789
hwasun_toyang	218	 cls_9 	0.52	440	34.2283	1.4667	1.0987	0.27	1	51.9231
hwasun_toyang	222	 cls_9 	1	540	44.0074	1.35	1.0652	0.61	1	61
hwasun_toyang	224	 cls_9 	4.03	1140	92.9614	1.3902	1.0661	3.26	1	80.8933
hwasun_toyang	225	 cls_9 	0.63	380	31.0451	1.1875	1.0411	0.36	1	57.1429
hwasun_toyang	228	 cls_9 	1.56	820	61.2122	1.64	1.1026	1.01	1	64.7436
hwasun_toyang	230	 cls_9 	5.2	1300	102.543	1.413	1.0653	4.27	1	82.1154
hwasun_toyang	241	 cls_9 	3.54	880	71.3517	1.1579	1.0299	2.95	1	83.3333
hwasun_toyang	252	 cls_9 	4.32	1140	85.2816	1.3571	1.0592	3.49	1	80.787
hwasun_toyang	260	 cls_9 	0.06	140	12.8827	1.4	1.1116	0	0	0
hwasun_toyang	270	 cls_9 	0.21	260	18.6365	1.3	1.0914	0.06	1	28.5714
hwasun_toyang	289	 cls_9 	0.49	340	29.5146	1.2143	1.0457	0.25	1	51.0204
hwasun_toyang	332	 cls_9 	1.51	660	49.4329	1.32	1.0613	1.09	1	72.1854
hwasun_toyang	339	 cls_9 	3.97	1840	151.2343	2.3	1.158	2.48	2	62.4685
hwasun_toyang	348	 cls_9 	4.91	1260	98.5339	1.4	1.0651	4.12	1	83.9104
hwasun_toyang	350	 cls_9 	15.23	3020	229.4421	1.9114	1.1106	13.13	1	86.2114
hwasun_toyang	351	 cls_9 	16.77	2740	209.4779	1.6707	1.0855	14.9	1	88.8491
hwasun_toyang	353	 cls_9 	295.45	29560	782.1188	4.2965	1.1958	274.64	2	92.9565
hwasun_toyang	359	 cls_9 	0.12	180	16.9631	1.2857	1.0738	0	0	0
hwasun_toyang	364	 cls_9 	95.24	9060	398.0129	2.3112	1.1223	88.96	1	93.4061
hwasun_toyang	365	 cls_9 	0.01	40	5	1	1	0	0	0
hwasun_toyang	366	 cls_9 	0.08	220	18.6841	1.8333	1.199	0	0	0
hwasun_toyang	368	 cls_9 	15.45	2900	190.1559	1.8354	1.1025	13.35	1	86.4078
hwasun_toyang	370	 cls_9 	0.01	40	5	1	1	0	0	0
hwasun_toyang	372	 cls_9 	71.96	7140	349.079	2.1	1.1103	67.05	2	93.1768
hwasun_toyang	378	 cls_9 	3.34	980	75.419	1.3243	1.0563	2.66	1	79.6407
hwasun_toyang	379	 cls_9 	8.29	2060	140.1448	1.7759	1.1027	6.9	1	83.2328
hwasun_toyang	380	 cls_9 	1.17	600	48.4739	1.3636	1.0698	0.75	1	64.1026
hwasun_toyang	382	 cls_9 	0.14	200	16.4144	1.25	1.08	0.02	1	14.2857
hwasun_toyang	383	 cls_9 	1.18	620	44.8959	1.4091	1.0758	0.78	1	66.1017
hwasun_toyang	384	 cls_9 	0.54	360	29.1844	1.2	1.0472	0.29	1	53.7037
hwasun_toyang	386	 cls_9 	0.75	480	41.6182	1.3333	1.0731	0.39	1	52
hwasun_toyang	394	 cls_9 	0.76	480	39.2625	1.3333	1.0715	0.44	1	57.8947
hwasun_toyang	396	 cls_9 	5.76	1860	136.8073	1.9375	1.1207	4.45	1	77.2569
hwasun_toyang	397	 cls_9 	6.86	1440	110.9527	1.3585	1.0571	5.86	1	85.4227
hwasun_toyang	2	 cls_1 	39.8	19020	445.295	7.4882	1.3133	26.63	11	66.9095
hwasun_toyang	3	 cls_1 	568.97	131360	2021.3993	13.7406	1.3372	476.37	46	83.725
hwasun_toyang	4	 cls_1 	2.1	1800	118.0489	3.1034	1.2277	0.71	6	33.8095
hwasun_toyang	5	 cls_1 	0.47	400	30.847	1.4286	1.0893	0.21	1	44.6809
hwasun_toyang	6	 cls_1 	17.26	10380	358.8013	6.1786	1.3038	9.88	11	57.2422
hwasun_toyang	7	 cls_1 	2.07	1940	122.2882	3.3448	1.2446	0.78	6	37.6812
hwasun_toyang	8	 cls_1 	0.27	240	21.2929	1.0909	1.0364	0.09	1	33.3333
hwasun_toyang	9	 cls_1 	1.75	1220	77.2096	2.2593	1.171	0.89	2	50.8571
hwasun_toyang	10	 cls_1 	0.25	340	29.5726	1.7	1.1356	0.04	3	16
hwasun_toyang	11	 cls_1 	0.97	640	60.4711	1.6	1.1057	0.47	1	48.4536
hwasun_toyang	12	 cls_1 	0.15	180	14.8487	1.125	1.041	0.04	1	26.6667
hwasun_toyang	13	 cls_1 	0.47	440	34.0859	1.5714	1.1118	0.18	1	38.2979
hwasun_toyang	14	 cls_1 	0.25	280	21.3083	1.4	1.086	0.08	1	32
hwasun_toyang	15	 cls_1 	0.08	160	12.4195	1.3333	1.1037	0	0	0
hwasun_toyang	17	 cls_1 	0.01	40	5	1	1	0	0	0
hwasun_toyang	18	 cls_1 	122.36	36080	804.8085	8.1261	1.2994	96.54	11	78.8983
hwasun_toyang	20	 cls_1 	1.42	740	52.8001	1.5417	1.092	0.93	1	65.493
hwasun_toyang	22	 cls_1 	249.84	68860	1424.78	10.8612	1.3242	201.33	46	80.5836
hwasun_toyang	23	 cls_1 	371.07	108520	1540.8646	14.057	1.3497	295.02	22	79.5052
hwasun_toyang	24	 cls_1 	6.43	3500	201.2265	3.4314	1.2237	3.97	1	61.7418
hwasun_toyang	25	 cls_1 	2.63	1600	124.917	2.4242	1.1774	1.48	1	56.2738
hwasun_toyang	26	 cls_1 	67.12	18120	566.5855	5.5244	1.2549	54.5	9	81.1979
hwasun_toyang	28	 cls_1 	8.07	2620	160.146	2.2982	1.1479	6.39	1	79.1822
hwasun_toyang	29	 cls_1 	481.53	162020	1746.4993	18.4533	1.379	367.21	41	76.259
hwasun_toyang	30	 cls_1 	2.92	2060	184.8009	2.9429	1.2146	1.34	5	45.8904
hwasun_toyang	31	 cls_1 	1.39	960	86.3398	2	1.149	0.63	4	45.3237
hwasun_toyang	32	 cls_1 	51	14060	581.8587	4.9161	1.2425	40.9	8	80.1961
hwasun_toyang	33	 cls_1 	1.26	1020	64.1504	2.2174	1.1738	0.55	2	43.6508
hwasun_toyang	34	 cls_1 	12.75	4660	327.9536	3.2361	1.2012	9.58	1	75.1373
hwasun_toyang	35	 cls_1 	8.73	2680	167.2233	2.2333	1.1439	6.81	1	78.0069
hwasun_toyang	36	 cls_1 	14.71	5220	220.0973	3.3896	1.2058	11.16	1	75.8668
hwasun_toyang	37	 cls_1 	9.74	4660	277.4713	3.6984	1.2293	6.48	1	66.5298
hwasun_toyang	38	 cls_1 	0.01	40	5	1	1	0	0	0
hwasun_toyang	39	 cls_1 	1.94	880	75.4452	1.5714	1.0926	1.27	1	65.4639
hwasun_toyang	41	 cls_1 	29.16	7520	309.308	3.4815	1.1983	23.75	3	81.4472
hwasun_toyang	42	 cls_1 	3.2	1340	110.7407	1.8611	1.121	2.29	1	71.5625
hwasun_toyang	43	 cls_1 	0.54	420	31.2614	1.4	1.0831	0.26	1	48.1481
hwasun_toyang	44	 cls_1 	9.81	3800	222.5561	3.0159	1.1931	7.15	2	72.8848
hwasun_toyang	45	 cls_1 	1.37	1060	65.3162	2.2083	1.1716	0.68	2	49.635
hwasun_toyang	46	 cls_1 	2.72	2040	155.0135	3.0909	1.2211	1.35	5	49.6324
hwasun_toyang	47	 cls_1 	640.22	91620	1388.2351	9.0355	1.2811	574.01	28	89.6582
hwasun_toyang	48	 cls_1 	280.19	97280	1528.2798	14.5194	1.3605	211.61	32	75.5238
hwasun_toyang	49	 cls_1 	1.03	1100	92.0166	2.619	1.2158	0.25	5	24.2718
hwasun_toyang	50	 cls_1 	2.59	1340	100.9072	2.0303	1.1443	1.61	1	62.1622
hwasun_toyang	51	 cls_1 	2.07	1400	141.0007	2.4138	1.1789	1.05	3	50.7246
hwasun_toyang	52	 cls_1 	0.61	400	33.0953	1.25	1.0567	0.31	1	50.8197
hwasun_toyang	54	 cls_1 	4.22	2340	163.7707	2.7857	1.1965	2.71	2	64.218
hwasun_toyang	55	 cls_1 	0.79	520	43.941	1.4444	1.0847	0.44	1	55.6962
hwasun_toyang	56	 cls_1 	39.65	13740	596.9017	5.4524	1.2632	30.07	9	75.8386
