LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
naju_nongeup	128	 cls_1 	0.01	40	5	1	1	0	0	0
naju_nongeup	129	 cls_1 	4.12	1240	94.9077	1.5122	1.0797	3.26	1	79.1262
naju_nongeup	130	 cls_1 	2.77	1940	154.4881	2.8529	1.2091	1.66	1	59.9278
naju_nongeup	131	 cls_1 	66.39	15140	1284.6988	4.6442	1.2291	55.73	1	83.9434
naju_nongeup	132	 cls_1 	4.65	1560	132.9776	1.7727	1.1103	3.46	1	74.4086
naju_nongeup	133	 cls_1 	2.99	1640	85.9713	2.3429	1.1675	1.9	2	63.5452
naju_nongeup	134	 cls_1 	3.52	1700	119.0545	2.2368	1.1562	2.4	1	68.1818
naju_nongeup	135	 cls_1 	0.07	180	14.4966	1.5	1.1621	0	0	0
naju_nongeup	136	 cls_1 	3.65	2020	133.384	2.5897	1.1851	2.31	2	63.2877
naju_nongeup	137	 cls_1 	0.09	140	11.8001	1.1667	1.0453	0.01	1	11.1111
naju_nongeup	138	 cls_1 	2.47	1080	75.9743	1.6875	1.107	1.77	1	71.6599
naju_nongeup	140	 cls_1 	0.97	440	37.3089	1.1	1.0241	0.66	1	68.0412
naju_nongeup	141	 cls_1 	4.11	2100	119.3416	2.561	1.1791	2.72	1	66.18
naju_nongeup	144	 cls_1 	1.65	1140	97.3625	2.1923	1.1641	0.71	2	43.0303
naju_nongeup	145	 cls_1 	1360.78	125700	1784.4143	8.5163	1.2608	1271.75	20	93.4574
naju_nongeup	146	 cls_1 	118.06	18060	1019.7584	4.1422	1.2038	105.38	1	89.2597
naju_nongeup	148	 cls_1 	1.16	680	56.1984	1.5455	1.0975	0.68	1	58.6207
naju_nongeup	149	 cls_1 	12.53	2800	196.0488	1.9718	1.1162	10.6	1	84.597
naju_nongeup	150	 cls_1 	2.3	920	67.6839	1.4839	1.0829	1.71	1	74.3478
naju_nongeup	151	 cls_1 	9.49	2600	163.622	2.0968	1.1303	7.64	1	80.5058
naju_nongeup	152	 cls_1 	0.02	80	7.0711	1.3333	1.1308	0	0	0
naju_nongeup	153	 cls_1 	0.03	120	9.4281	1.5	1.1926	0	0	0
naju_nongeup	154	 cls_1 	0.96	620	47.4324	1.55	1.1	0.53	1	55.2083
naju_nongeup	158	 cls_1 	9.92	3220	233.2886	2.5556	1.1631	7.67	1	77.3185
naju_nongeup	159	 cls_1 	1.35	760	56.8435	1.5833	1.1034	0.81	1	60
naju_nongeup	161	 cls_1 	7.75	2280	160.9564	2.0357	1.1273	6.05	1	78.0645
naju_nongeup	162	 cls_1 	4.04	1960	108.078	2.3902	1.168	2.63	3	65.099
naju_nongeup	164	 cls_1 	0.02	80	7.0711	1.3333	1.1308	0	0	0
naju_nongeup	165	 cls_1 	0.54	400	29.1871	1.3333	1.0717	0.3	1	55.5556
