region,layer,discriminability_total,area_density_diff,shape_diff,core_diff,aggregation_diff
hwasun,pibok,0.8843515221881216,0.3482783983705073,0.157426234963634,0.18338798018990005,0.19525890866408024
hwasun,nongeup,1.6385701790385858,0.6735702494556751,0.04653321613924466,0.691788911877405,0.22667780156626083
hwasun,toyang3,0.6708327916770019,0.34516650388511,0.055676090966331526,0.2432248631928301,0.02676533363273037
naju,pibok,0.5231127996608311,0.12640876761099745,0.2024320723896692,0.07527533138889948,0.11899662827126506
naju,nongeup,0.20704644789020665,0.12098522598274086,0.024487620541811195,0.04931125305183537,0.012262348313819227
naju,toyang3,0.10476471327885428,0.042609406065698796,0.0028443151983531534,0.016487620642291534,0.0428233713725108
